,Reviews,Labels,length
19807,"How did such a terrible script manage to attract this cast? Ridiculous, predictable and thoroughly unbelievable, this is well-acted and slickly directed, but the material is so bad it still qualifies as one of the all-time worst thrillers I've seen in years. Amazingly bad, and not in a fun way. Avoid at all costs, even if you're a fan of someone in the cast.",0,360
19836,"...And that's why hard to rate. <br /><br />From the adult point of view (hmm, student point of view:)). i must say i fell nearly asleep here. Sure, there is some laughing scene (all the credit takes here Eddie), but that can't save the disney type of script and whole movie, that's why<br /><br />2 out of 10",0,309
19840,"This film was a waste of time, even rented on DVD. If super-speedy camera shots get any faster than this, we might as well pay twenty bucks to get in the laundromat, get popcorn, and watch the dryer spin. Jet Li is so much better than this. One can only hope that he won't be making deals anytime soon to make another cliche-ridden film like The One.<br /><br />If there's one film you should avoid, this is ""The One"".",0,418
19843,"This movie was way too slow and predictable.I wish i could say more but i can't.If you enjoy action/adventure films,this is not one to see.I'd suggest you go see movies like;Behind Enemy Lines with Owen Wilson and Iron Eagle with Louis Gossett Jr.",0,247
19862,this is the only movie i have ever walked out on. bad acting-- bad plot-- bad casting-- bad directing-- bad cinematography-- if they had set out to make a bad picture they couldn't have done a better job. i hope they are proud of his turkey. i'm surprised anyone associated with this film was ever hired again in hollywood. don't waste your time!,0,346
19874,"After having red the overwhelming reviews this film got in my country, I but wanted to see it. But - what a disappointment! To see a bunch of one-dimensional characters in a plot that lacks of originality is not worth the money and the time to spend. I sometimes wonder about the filmcritics in switzerland.",0,307
19883,"This movie had some andrenaline kickers, but it's an old story that simply could never happen. Navy protocols could never break down that much that a crew much less an XO could ever go that far against the Captain. I'll take Dr. Strangelove any day if I wish to see this plot. Sidenote--the US Navy did not support this film.",0,325
19891,At first i thought that it was just about Eddie Murphy talking to some stupid animals. I was right. Some people called this movie Eddie Murphy's comeback! Who are these people? Jesus if this is the best he can come up with he can just stay away. What was the story again? I was so annoyed by all the lame jokes i forgot. I should have walked out on this one.,0,358
19894,"The trailers get you to the movie, but the movie just wasn't worth my 8.50.. it has some good effects, but the storyline.. yech, i like tommy lee jones and will smith as actors, they have both done some good films, but i wish they hadn't added this one to their resume's. To be honest, the book is better..",0,306
19904,If you are planning to rent or buy this movie don't. It's the worst thing I have ever seen. I would comment on it more but It has been 10 years since I saw it and have blanked all of it from my mind. Save yourself some time money and well being and stay far far away.,0,267
19959,"Did anybody succeed in getting in this movie?<br /><br />It's a total mess to me: a vague historical/sentimental context instead of a plot, a pretentious imagery as mise en scene and it lasts two hours!<br /><br />Shame on those who wasted money here.",0,251
19979,"This movie is just plain bad. Weak story , weak directing and below average acting. The thing that really irritated me was the blatant advertising - constantly - for a well known internet provider. It is obvious some scenes are written to do just that , advertising. This movie is a slap in the face to anyone who payed money for this.<br /><br />Do not watch this, it not worth your time.",0,389
19999,Suffice it to say that this substandard B has nothing to save it - not an interesting plot or even one tolerably decent actor. Josh Leonard of Blair Witch fame does little to help matters. Do yourself a favor and leave this one on the shelf at your local video store.,0,267
20004,"One of Frances Farmer's earliest movies; at 22, she is absolutely beautiful. Bing Crosby is in great voice, but the songs are not his best. Martha Raye and Bob Burns are interesting, but their comedy, probably great in its time, is really corny today. Roy Rogers also appears- in a singing role. In my view only worth watching if you are a Frances Farmer fan, and possibly a Bing Crosby fan.",0,391
20009,"I must say, when I read the storyline on the back of the case, It sounded really interesting, but when I started to watch the movie seemed boring at first and even more at the end. Some scenes are way too long and the story has not been worked out properly.",0,257
